,Aut Control 01,Aut Control 02,Aut Control 03,Aut Control 04,Aut Control 05,Aut Control 06,Aut Control 07,Aut Control 08,Aut Control 09,Aut Control 10,Aut Control 11,Aut Control 12,Aut Control 13,Aut Control 14,Aut Control 15,Aut Control 16,Aut Control 17,Aut Control 18,Aut Control 19,Aut Control 20,Aut Control 21,Aut Control 45,Aut Control 46,Aut Control 47,Aut Control 48,Aut Control 49,Aut Control 50,Aut Control 51,Aut Control 52,Aut Control 53,Aut Control 54,Aut Control 55,Aut Control 56,Aut Control 57,Aut Control 58,Aut Control 59,Aut Control 60,Aut Control 61,Aut Control 62,Aut Control 63,Autism 22,Autism 23,Autism 24,Autism 25,Autism 26,Autism 27,Autism 28,Autism 29,Autism 30,Autism 31,Autism 32,Autism 33,Autism 34,Autism 35,Autism 36,Autism 37,Autism 38,Autism 39,Autism 40,Autism 41,Autism 42,Autism 43,Autism 44,Autism 64,Autism 65,Autism 66,Autism 67,Autism 68,Autism 69,Autism 70,Autism 71,Autism 72,Autism 73,Autism 74,Autism 75,Autism 76,Autism 77,Autism 78,Autism 79,Autism 80,Autism 81,Autism 82,Autism 83
[acyl carrier protein] domain within a fatty acid synthase,0.0284840970881809,0.0011399070580192,0.0375903575217757,0.0002851027936977,0.0031848521854675,0.0005972661381497,0.0039144144388362,0.0011343605747649,0.0057666522153176,0.0012055608672678,0.0005367303914679,0.0034349684405474,0.0175672435971239,0.0030823605628614,0.0,5.248106466503174e-06,0.0019662094620441,0.0090501799097147,0.0049150543128271,0.0,0.0,0.0265245429151158,0.0362502892412064,0.0062293100778001,0.0043493156207698,0.0138760095441953,0.0077444387300912,0.0118354403150256,0.0001377901689793,0.0163517819170094,6.456589459158153e-07,0.009343569147254,0.0186616761978133,0.0412138748801401,0.0018348756146998,4.488223335226366e-05,1.2864219332730148e-07,0.0146511381037823,0.0233105136577936,0.0210101190381499,0.0,0.0057901463686104,0.0257300489527864,0.0,0.0001745584630448,0.027250207525121,0.0012247633471407,0.0016534958525056,0.0018208397922194,0.0033664597109571,0.0,0.0217818726029882,0.0,0.0019958096081879,3.694205945480591e-05,0.0,0.0015202799440027,0.0275003311892548,0.0101172597974795,0.0213961940480057,0.0030885952161675,0.023971013140846,0.0,0.007474227324348,7.507741398281288e-07,0.0156398973728072,0.008515809571187,0.0167976799083855,0.0100743303488394,0.0186286627809705,0.0132790394285384,1.587109281003633e-07,0.0229966331989376,0.0172876630601633,0.0274724202271166,0.0088214777985115,0.0193382539570634,2.044441171075902e-07,3.182239611544099e-07,0.0353453352198639,0.0050703198034548,5.194384113037304e-07,0.0080290589029387
[apo BCAA dehydrogenase E2 protein] N6-S-[2-methylpropanoyl]dihydrolipoyl-L-lysine,0.0608088347450564,0.0035898201273794,0.0786324819624664,0.0076154722705858,0.0157217531125574,0.0086238876653694,0.008968083479533,0.0094530518648064,0.0123338510020046,0.0218806165853134,0.0139096722008246,0.0068704753355742,0.0358633370620418,0.006233407994423,0.001106193163279,0.021647960821392,0.004336735107408,0.0181651607603558,0.009872351756709,0.000989641332751,1.1814103290715556e-06,0.0531694445984742,0.0725017768752008,0.0129412261085048,0.0117863970144178,0.0864562756935748,0.0154894771679006,0.0238230327730438,0.0653706268876984,0.0328568628344662,0.0004717786431708,0.0832222164112064,0.0373242710821378,0.0849563580020194,0.0047905123352926,0.0004034620377822,1.2906676213337189e-06,0.0838023039010752,0.047145416740105,0.0436112721788526,0.0006178018457862,0.01355766464421,0.0569572685884168,2.607632205148136e-06,0.00035120362787,0.0550525853738074,0.00273496034721,0.0033083014067448,0.003643240937427,0.0073622752715754,0.0432957341871296,0.043587648964331,0.0027062931083076,0.0081292646730236,0.0049594685732662,2.730518919995657e-06,0.003040974661673,0.0849942782375058,0.0202349027474066,0.0508802127368506,1.2260937630722935,0.0479451734227286,0.0002657114815144,0.0173878890554032,0.3213235834569956,0.0319980702464284,0.126081312100236,0.0369661352366678,0.0208619485282102,0.0372584350173962,0.0269871543614376,6.696916553203994e-05,0.046131344607628,0.0359066466949174,0.0557474896366554,0.0177036433184718,0.0386794210237932,0.0071596876091824,2.7217787751075996e-05,0.0708040786664406,0.0104060266876672,0.000336592416359,0.0160589409577376
[apo BCAA dehydrogenase E2 protein] N6-dihydrolipoyl-L-lysine,-0.0608088347450564,-0.0035898201273794,-0.0786324819624664,-0.0076154722705858,-0.0157217531125574,-0.0086238876653694,-0.008968083479533,-0.0094530518648064,-0.0123338510020046,-0.0218806165853134,-0.0139096722008246,-0.0068704753355742,-0.0358633370620418,-0.006233407994423,-0.001106193163279,-0.021647960821392,-0.004336735107408,-0.0181651607603558,-0.009872351756709,-0.000989641332751,-1.1814103290715556e-06,-0.0531694445984742,-0.0725017768752008,-0.0129412261085048,-0.0117863970144178,-0.0864562756935748,-0.0154894771679006,-0.0238230327730438,-0.0653706268876984,-0.0328568628344662,-0.0004717786431708,-0.0832222164112064,-0.0373242710821378,-0.0849563580020194,-0.0047905123352926,-0.0004034620377822,-1.2906676213337189e-06,-0.0838023039010752,-0.047145416740105,-0.0436112721788526,-0.0006178018457862,-0.01355766464421,-0.0569572685884168,-2.607632205148136e-06,-0.00035120362787,-0.0550525853738074,-0.00273496034721,-0.0033083014067448,-0.003643240937427,-0.0073622752715754,-0.0432957341871296,-0.043587648964331,-0.0027062931083076,-0.0081292646730236,-0.0049594685732662,-2.730518919995657e-06,-0.003040974661673,-0.0849942782375058,-0.0202349027474066,-0.0508802127368506,-1.2260937630722935,-0.0479451734227286,-0.0002657114815144,-0.0173878890554032,-0.3213235834569956,-0.0319980702464284,-0.126081312100236,-0.0369661352366678,-0.0208619485282102,-0.0372584350173962,-0.0269871543614376,-6.696916553203994e-05,-0.046131344607628,-0.0359066466949174,-0.0557474896366554,-0.0177036433184718,-0.0386794210237932,-0.0071596876091824,-2.7217787751075996e-05,-0.0708040786664406,-0.0104060266876672,-0.000336592416359,-0.0160589409577376
[arsenite methyltransferase],0.0355775807301899,0.0035242121934219,0.0413917889952623,0.0039766360043854,0.0113985761454002,0.0103632891984958,0.0060189679126343,0.0063068091400299,0.0094869507747217,0.012159487583206,0.0095582575356278,0.0034361801493008,0.018901708987094,0.0032958867907288,0.0005536647928492,0.0110018471539403,0.0050521482543606,0.0183769447378916,0.0058334252867477,0.0006747607116645,0.0064199222167522,0.0271065845188278,0.0362587861037445,0.0065192483863831,0.0076063021994408,0.0443511895472207,0.0084212098950392,0.0132266393647392,0.0333051001379006,0.0168062686264997,0.002715187870281,0.0093649337698147,0.0186621355410689,0.0431154639331821,0.0033022544086091,0.0002537084487537,0.00029736801283,0.0422975728675035,0.0241393257301135,0.0227881043637455,0.0005076638395384,0.0118152798425344,0.028481368138079,3.8087064994829e-06,0.0001772219981418,0.0275271361529551,0.0015156279580057,0.0016551265974848,0.0018229312355766,0.0036842681147634,0.0268680058243582,0.0221982503653685,0.0013572228309424,0.0042587824377845,0.002625771752338,0.0091941939581057,0.0020989586549644,0.0500272788775824,0.0138520970455838,0.0834854579865409,0.6133365664698265,0.0239755116099379,0.0001342574790034,0.0082744259111387,0.1606617917284978,0.0163923652348474,0.0637751429453188,0.0208891289315563,0.0124807991319498,0.0186346293667756,0.0137268097957339,0.0010526411743381,0.0230817247164155,0.0201843495627965,0.0282079775810038,0.0102609803720999,0.0194164799570683,0.0041555974779205,0.0010387762580531,0.0354823822065174,0.008025353025515,0.0006935131817076,0.0083612774419601
[biotin carboxyl-carrier protein]-L-lysine,-0.0355779902230674,-0.0035244168153947,-0.0413919946974821,-0.004051610099155,-0.011398789226501,-0.0104196483608221,-0.0060191936506535,-0.0063068091400299,-0.0094869507747217,-0.0121595890630849,-0.0095584842714333,-0.0034361801493008,-0.0189407880242946,-0.0032961718911042,-0.0005538902227356,-0.0110018471539403,-0.0051468755497201,-0.0183772143407192,-0.0058336769971517,-0.000674862440655,-0.0064201540753741,-0.0271065845188278,-0.0362587861037445,-0.0065192483863831,-0.0076063021994408,-0.0443511895472207,-0.0084212098950392,-0.0132266393647392,-0.0333051001379006,-0.0168062686264997,-0.002715187870281,-0.0416309471949242,-0.0186621355410689,-0.0431438801806946,-0.0033022544086091,-0.0002537084487537,-0.00029736801283,-0.0422975728675035,-0.0241393257301135,-0.0227881043637455,-0.0005078817587862,-0.0118155418035029,-0.0284817454024377,-4.142050952664699e-06,-0.0001775373309998,-0.0275274067920386,-0.0015158687034173,-0.0016553303155511,-0.0018231539257291,-0.003684600503858,-0.0268680058243582,-0.0221986495082879,-0.0013576493754235,-0.0042589958253106,-0.0026259938444337,-0.009194516009425,-0.0020989586549644,-0.0500276145749409,-0.0138520970455838,-0.0871562139868914,-0.6134121994340311,-0.0239759253611976,-0.0001345005970758,-0.0092968903736192,-0.1606617917284978,-0.0163923652348474,-0.0637751429453188,-0.0208891289315563,-0.0124807991319498,-0.0186346293667756,-0.0137268097957339,-0.0010661501389433,-0.0230817247164155,-0.0201843495627965,-0.0282079775810038,-0.0102609803720999,-0.0194164799570683,-0.0041555974779205,-0.0010387762580531,-0.0355213598160027,-0.008025353025515,-0.0007353334780835,-0.0083612774419601
[biotin carboxyl-carrier protein]-N6-biotinyl-L-lysine,-0.0355779902230674,-0.0035244168153947,-0.0413919946974821,-0.004051610099155,-0.011398789226501,-0.0104196483608221,-0.0060191936506535,-0.0063068091400299,-0.0094869507747217,-0.0121595890630849,-0.0095584842714333,-0.0034361801493008,-0.0189407880242946,-0.0032961718911042,-0.0005538902227356,-0.0110018471539403,-0.0051468755497201,-0.0183772143407192,-0.0058336769971517,-0.000674862440655,-0.0064201540753741,-0.0271065845188278,-0.0362587861037445,-0.0065192483863831,-0.0076063021994408,-0.0443511895472207,-0.0084212098950392,-0.0132266393647392,-0.0333051001379006,-0.0168062686264997,-0.002715187870281,-0.0416309471949242,-0.0186621355410689,-0.0431438801806946,-0.0033022544086091,-0.0002537084487537,-0.00029736801283,-0.0422975728675035,-0.0241393257301135,-0.0227881043637455,-0.0005078817587862,-0.0118155418035029,-0.0284817454024377,-4.142050952664699e-06,-0.0001775373309998,-0.0275274067920386,-0.0015158687034173,-0.0016553303155511,-0.0018231539257291,-0.003684600503858,-0.0268680058243582,-0.0221986495082879,-0.0013576493754235,-0.0042589958253106,-0.0026259938444337,-0.009194516009425,-0.0020989586549644,-0.0500276145749409,-0.0138520970455838,-0.0871562139868914,-0.6134121994340311,-0.0239759253611976,-0.0001345005970758,-0.0092968903736192,-0.1606617917284978,-0.0163923652348474,-0.0637751429453188,-0.0208891289315563,-0.0124807991319498,-0.0186346293667756,-0.0137268097957339,-0.0010661501389433,-0.0230817247164155,-0.0201843495627965,-0.0282079775810038,-0.0102609803720999,-0.0194164799570683,-0.0041555974779205,-0.0010387762580531,-0.0355213598160027,-0.008025353025515,-0.0007353334780835,-0.0083612774419601
[biotin carboxyl-carrier-protein dimer]-N6-biotinyl-L-lysine,0.0659799975138018,0.0048045372084148,0.0801150247257324,0.0045577287982731,0.0192589018426472,0.0142849985880533,0.010223044159098,0.011032883861288801,0.015588626179917398,0.0227818777321071,0.0165127612158326,0.0068711485898482,0.0369146497210961,0.006412191381813,0.0007912313092179,0.0218257202634165,0.0073148926915614,0.0274592164850083,0.0107693704249098,0.0011693411888448,0.006420403801254266,0.0536314619414135,0.07250967454134491,0.0128027988844098,0.01337316903125,0.0874910479597224,0.0161659484789895,0.0250625952212416,0.06599321789115639,0.0332347000437328,0.0027225066706994022,0.0509760419754179,0.0373242710821378,0.08511569619724041,0.0055351271766149995,0.00029985716876290415,0.00031778765677286936,0.0841709663162349,0.0474506032578073,0.0445626007451094,0.0005081165765786105,0.0185935727400774,0.054311832266599996,4.540072045489741e-06,0.0003524584541054,0.0550532575153682,0.0027408858945611,0.0033090588809193003,0.0036442532505884,0.0073646968457208,0.048403530354327595,0.043990657001963696,0.001358171199315186,0.0062680325555485,0.0051053500682853,0.009194907212002203,0.0036193387947686,0.09252392137768439,0.0239693568430633,0.1085526615287518,1.226703076908906,0.047947429525005705,0.00026679439747390003,0.0167720240496226,0.3213235834569956,0.032083708493405305,0.1266738859093337,0.0391917115627557,0.022779807147716102,0.0372638468754737,0.027220386976452703,0.0010675299010758502,0.046147397020229505,0.0375384933840469,0.055681670959356,0.0190834517575203,0.0388266441959005,0.0076487001760534995,0.0010421530306279842,0.0709314968852319,0.0130971695829031,0.0007842329661082832,0.0163907479208289
[carboxyl-carrier protein dimer]-N6-carboxybiotinyl-L-lysine,-0.0304020072907344,-0.0012801203930201,-0.0387230300282503,-0.0005061186991181,-0.0078601126161462,-0.0038653502272312,-0.0042038505084445,-0.0047260747212589,-0.0061016754051957,-0.0106222886690222,-0.0069542769443993,-0.0034349684405474,-0.0179738616968015,-0.0031160194907088,-0.0002373410864823,-0.0108238731094762,-0.0021680171418413,-0.0090820021442891,-0.0049356934277581,-0.0004944787481898,-2.497258801657054e-07,-0.0265248774225857,-0.0362508884376004,-0.0062835504980267,-0.0057668668318092,-0.0431398584125017,-0.0077447385839503,-0.0118359558565024,-0.0326881177532558,-0.0164284314172331,-7.318800418402018e-06,-0.0093450947804937,-0.0186621355410689,-0.0419718160165458,-0.0022328727680059,-4.614872000920415e-05,-2.0419643942869407e-05,-0.0418733934487314,-0.0233112775276938,-0.0217744963813639,-2.348177924104565e-07,-0.0067780309365745,-0.0258300868641623,-3.980210928250426e-07,-0.0001749211231056,-0.0275258507233296,-0.0012250171911438,-0.0016537285653682,-0.0018210993248593,-0.0036800963418628,-0.0215355245299694,-0.0217920074936758,-5.218238916858915e-07,-0.0020090367302379,-0.0024793562238516,-3.912025772027155e-07,-0.0015203801398042,-0.0424963068027435,-0.0101172597974795,-0.0213964475418604,-0.6132908774748749,-0.0239715041638081,-0.0001322938003981,-0.0074751336760034,-0.1606617917284978,-0.0156913432585579,-0.0628987429640149,-0.0183025826311994,-0.0102990080157663,-0.0186292175086981,-0.0134935771807188,-1.379762132550195e-06,-0.023065672303814,-0.0173541438212504,-0.0274736933783522,-0.0088224713854204,-0.0194101642388322,-0.003493102698133,-3.376772574884158e-06,-0.0354101370692292,-0.0050718165573881,-4.889948802478321e-05,-0.0080294704788688
[corrinoid adenosyltranferase]-cob(II)inamide,-0.03556524778312,-0.0018024260140233,-0.0409069885931692,-0.0008074349914791,-0.0113953678116424,-0.0099724490029194,-0.0056107383590604,-0.0063045358165242,-0.0094208075125594,-0.0115180160424202,-0.0092151851976672,-0.0034350731349024,-0.0188974362594629,-0.003293476938512,-0.00037886761321809996,-0.0108238731094762,-0.0051456854593278,-0.0168507633474553,-0.0058319068830492,-0.0006736527789757,-0.0064190011567123,-0.0270316811305946,-0.036250993395801505,-0.006332301791485656,-0.0073294262741441,-0.0441016503571359,-0.0083665001724745,-0.0131510788347198,-0.03324929606378548,-0.016797367374454555,-0.0024682418456903037,-0.009345270704830209,-0.018662244511415352,-0.04256550203890543,-0.0031393875024095,-4.62801199154186e-05,-0.0002553279750926679,-0.0422558676525615,-0.023878009992289947,-0.022743522609910066,-0.0001984497666574,-0.011812133031983,-0.0258301253287693,-4.329289440022384e-07,-0.0001749455679908,-0.0278012098103919,-0.0013726931319961,-0.0016537434201467,-0.001821118656561,-0.0036801371335132,-0.0266887318758353,-0.0221898427866068,-5.746875560248502e-07,-0.0022004462048788,-0.0026246567177277,-0.0091903879481947,-0.0020084791106111,-0.0500243042021648,-0.0138513665964841,-0.0831106896041925,-0.6130465574787868,-0.0239715455769727,-0.0001323145546052,-0.008064543531003164,-0.16066231195554756,-0.0160842009999947,-0.0636332298592157,-0.020699529846544693,-0.01233645496891249,-0.0186292175086981,-0.013742748393893613,-0.0010274680543067372,-0.023081829459387228,-0.0195721833931683,-0.027784193251717947,-0.010231806254582223,-0.01933981417754601,-0.004022993661513213,-0.0009856976891681254,-0.03546553889602615,-0.00788765722881067,-0.000555583112862569,-0.0083302758907159
[corrinoid adenosyltransferase],0.03556544473354049,0.0018025280857817453,0.0410164690597946,0.0010283474893156,0.011395471252815188,0.010028703643937523,0.005610849887767483,0.0063045358165242,0.0094208075125594,0.0115180160424202,0.009215296090883987,0.0034350731349024,0.01893640134439233,0.0032936164543872913,0.0005204974903256999,0.0108238731094762,0.005240294057027343,0.016850895593502623,0.005832030654465498,0.0006736527789757,0.006419115868942403,0.0270316811305946,0.03625109835400261,0.006332417752813812,0.0073294262741441,0.0441016503571359,0.0083665001724745,0.0131510788347198,0.03324944165506076,0.01679747501932291,0.0024686417594847075,0.009345446629166719,0.018662353481761804,0.042594018725042086,0.0031393875024095,4.641151982163306e-05,0.0002554346639341358,0.0422558676525615,0.023878125096824993,0.022743631431798132,0.00019855757574166845,0.01181226059691299,0.02583030956210733,5.956401097889438e-07,0.000175100224310878,0.0280766896506822,0.00137281259168886,0.0016538434222369725,0.0018212276897401644,0.003680298918289536,0.0266887318758353,0.022190035674687057,7.822628134900206e-07,0.0022005496488411718,0.002624766217614882,0.009190544810194306,0.0020084791106111,0.05002446836874998,0.0138513665964841,0.08311079258154162,0.6131220514128672,0.02397174769127912,0.00013243362056712964,0.008064694573479527,0.16066283218259733,0.0160842009999947,0.0636332298592157,0.020699632570379687,0.01233659124591138,0.0186292175086981,0.013781435017439326,0.0010275742827711744,0.023081934202358954,0.0195721833931683,0.027784324511462996,0.010231982410880146,0.019339917843195418,0.004023126163693026,0.0009858984800644507,0.03550466949706401,0.007887785137119638,0.0005977095292436312,0.0083302758907159
[glutaredoxin]-glutathione disulfide,0.0355775807301899,0.0035242121934219,0.0413917889952623,0.0039766360043854,0.0113985761454002,0.0103632891984958,0.0060189679126343,0.0063068091400299,0.0094869507747217,0.012159487583206,0.0095582575356278,0.0034361801493008,0.018901708987094,0.0032958867907288,0.0005536647928492,0.0110018471539403,0.0050521482543606,0.0183769447378916,0.0058334252867477,0.0006747607116645,0.0064199222167522,0.0271065845188278,0.0362587861037445,0.0065192483863831,0.0076063021994408,0.0443511895472207,0.0084212098950392,0.0132266393647392,0.0333051001379006,0.0168062686264997,0.002715187870281,0.0093649337698147,0.0186621355410689,0.0431154639331821,0.0033022544086091,0.0002537084487537,0.00029736801283,0.0422975728675035,0.0241393257301135,0.0227881043637455,0.0005076638395384,0.0118152798425344,0.028481368138079,3.8087064994829e-06,0.0001772219981418,0.0275271361529551,0.0015156279580057,0.0016551265974848,0.0018229312355766,0.0036842681147634,0.0268680058243582,0.0221982503653685,0.0013572228309424,0.0042587824377845,0.002625771752338,0.0091941939581057,0.0020989586549644,0.0500272788775824,0.0138520970455838,0.0834854579865409,0.6133365664698265,0.0239755116099379,0.0001342574790034,0.0082744259111387,0.1606617917284978,0.0163923652348474,0.0637751429453188,0.0208891289315563,0.0124807991319498,0.0186346293667756,0.0137268097957339,0.0010526411743381,0.0230817247164155,0.0201843495627965,0.0282079775810038,0.0102609803720999,0.0194164799570683,0.0041555974779205,0.0010387762580531,0.0354823822065174,0.008025353025515,0.0006935131817076,0.0083612774419601
[glycine cleavage system lipoyl-carrier protein]-L-lysine,0.0304114312117383,0.0022069969254786,0.0387238357554646,0.0005196358094847,0.00786234166108,0.0038094704983132,0.0043317348372176,0.0047276681487018,0.0061023489247362,0.0109455637095349,0.0072965947283427,0.003435806227706,0.0179352561852977,0.0031175021330202,0.0002377527795985,0.0110017398527205,0.0020739733247764,0.010607387674565,0.0049365372360495,0.0004951008109501,6.76925727380612e-07,0.0265399359341675,0.0362587861037445,0.0062835504980267,0.0057668668318092,0.043157862883513,0.007799448306515,0.0118359558565024,0.0327079239577583,0.0164374403141465,2.609421763632651e-05,0.0093649337698147,0.0186621355410689,0.0419719890159878,0.0022331516297119,9.812614987179308e-05,4.279206038942529e-05,0.0418873401618671,0.0233112775276938,0.0217880472490249,6.388783198509826e-07,0.0067801283091788,0.0258324460817229,2.568017071875098e-06,0.0001762615314838,0.0275264917378054,0.0012253415517903,0.0016545278991336,0.0018222034180726,0.0036828681368122,0.0216022456178937,0.0217981554782749,4.135708971123259e-06,0.0020115553221582,0.0024799339548292,2.9196637699320326e-06,0.0016105521015222,0.0424981591569547,0.0101177986703553,0.0213979090876342,0.6133360751304509,0.023974021468859,0.0001334714357028,0.0074888207093977,0.1606617917284978,0.0156916091460612,0.0628987429640149,0.0183117994529116,0.0103115222074638,0.0186346293667756,0.0135163252061048,8.063254600011532e-06,0.023065672303814,0.0173671304646703,0.0274975575274078,0.0088224713854204,0.0194164799570683,0.003539097910262,4.6424011055544014e-05,0.0353875892937833,0.0050784434759559,6.773895672013844e-05,0.0080604720301131
[glycine-cleavage complex H protein] N6-octanoyl-L-lysine,-0.0304114312117383,-0.0022069969254786,-0.0387238357554646,-0.0005196358094847,-0.00786234166108,-0.0038094704983132,-0.0043317348372176,-0.0047276681487018,-0.0061023489247362,-0.0109455637095349,-0.0072965947283427,-0.003435806227706,-0.0179352561852977,-0.0031175021330202,-0.0002377527795985,-0.0110017398527205,-0.0020739733247764,-0.010607387674565,-0.0049365372360495,-0.0004951008109501,-6.76925727380612e-07,-0.0265399359341675,-0.0362587861037445,-0.0062835504980267,-0.0057668668318092,-0.043157862883513,-0.007799448306515,-0.0118359558565024,-0.0327079239577583,-0.0164374403141465,-2.609421763632651e-05,-0.0093649337698147,-0.0186621355410689,-0.0419719890159878,-0.0022331516297119,-9.812614987179308e-05,-4.279206038942529e-05,-0.0418873401618671,-0.0233112775276938,-0.0217880472490249,-6.388783198509826e-07,-0.0067801283091788,-0.0258324460817229,-2.568017071875098e-06,-0.0001762615314838,-0.0275264917378054,-0.0012253415517903,-0.0016545278991336,-0.0018222034180726,-0.0036828681368122,-0.0216022456178937,-0.0217981554782749,-4.135708971123259e-06,-0.0020115553221582,-0.0024799339548292,-2.9196637699320326e-06,-0.0016105521015222,-0.0424981591569547,-0.0101177986703553,-0.0213979090876342,-0.6133360751304509,-0.023974021468859,-0.0001334714357028,-0.0074888207093977,-0.1606617917284978,-0.0156916091460612,-0.0628987429640149,-0.0183117994529116,-0.0103115222074638,-0.0186346293667756,-0.0135163252061048,-8.063254600011532e-06,-0.023065672303814,-0.0173671304646703,-0.0274975575274078,-0.0088224713854204,-0.0194164799570683,-0.003539097910262,-4.6424011055544014e-05,-0.0353875892937833,-0.0050784434759559,-6.773895672013844e-05,-0.0080604720301131
[lipoyl-carrier protein]-L-lysine,-0.1281247456038286,-0.0091448357268526,-0.15699774708799158,-0.0023624967916814,-0.029167281443346196,-0.021140982730599,-0.019307337955321,-0.014882487212305399,-0.0303772414166298,-0.026095224473838,-0.0201903044688122,-0.0137423682518142,-0.0731007836504318,-0.012756900005120801,-0.0007597622524856001,-0.022014215547239327,-0.0142259585567212,-0.054854604587809,-0.0214972696135096,-0.001349556716586,-0.01284009803764836,-0.10714256511458461,-0.1450341559385924,-0.0251232237385714,-0.0236585722896216,-0.11630206788552819,-0.0323713109328492,-0.049973038299490596,-0.0669078926426036,-0.0663343341705816,-0.004975325843708453,-0.037417357682810404,-0.0746478414184572,-0.1677146391315934,-0.0099497559120542,-0.00038147470201773466,-0.0006347553079940506,-0.11384842174126619,-0.094377047300167,-0.0875496066409974,-0.000398876615439702,-0.0352113038048554,-0.1031283223876388,-8.137689327408934e-06,-0.0007039781806051999,-0.1101056884433202,-0.0051967403877234,-0.0066175077076964,-0.0072878529836236,-0.014102040484656402,-0.0535116093974462,-0.08796126155905101,-1.2650459540870054e-05,-0.0084000967269464,-0.0053256855626366,-0.018388937377449663,-0.0072384786220134004,-0.15505570858286521,-0.0479387528985538,-0.2090186030726498,-1.2334899693608163,-0.09589367640677998,-0.0002688515197262233,-0.031104915777490798,-0.3213261254593748,-0.063449394736768,-0.1442980788608054,-0.07501285315328479,-0.044854918242959,-0.0745265842954922,-0.054089071695636204,-0.0020686205154046232,-0.0921569253166496,-0.07375201346759999,-0.1105873794757784,-0.0381065681061876,-0.0776577731797232,-0.0082073023239058,-0.002119593199201288,-0.1417697097252164,-0.0259292079016666,-0.0012846955849932767,-0.0328209741240196
[lipoyl-carrier protein]-N6-[(R)-dihydrolipoyl]-L-lysine,0.0944738040136526,0.0067794147889049,0.11722270929946038,0.0017008842053254,0.0224459823827531,0.0143799618636127,0.0139854038148781,0.0121689117548545,0.021290969633051098,0.0239931759464539,0.0173917469627488,0.010306990353613099,0.0544856480105136,0.0094959521355806,0.0006176339058413,0.022008847626340165,0.009186952603137,0.0380346899684695,0.0156851720428043,0.0011698791692431,0.0064207259445515615,0.0801112184914598,0.1087758640730407,0.0188451623673124,0.01759615297662,0.10130889682627708,0.023985103772939602,0.0368224750062477,0.0661618702790601,0.0496046073994373,0.002513757139490553,0.028073612611219902,0.055986056250297504,0.1258293085817845,0.007208029585739,0.0002888635008806604,0.0003601697143864506,0.0988115510325002,0.0704998011777773,0.0655628505695236,0.00020007718603970196,0.0243857802116065,0.0773966072755423,6.636861735579565e-06,0.0005282506217864,0.0825793359594655,0.0038237117456520003,0.0049632817529818,0.005466129909884401,0.0107338883791404,0.0483580503166168,0.0657787862578004,1.0460938741558286e-05,0.0062116036856314,0.0051427767361475,0.009197388352494763,0.0052297914125289,0.12002601344838731,0.034087175119632204,0.1259072106239591,1.2300810598108591,0.071920859672249,0.0002678971955659117,0.0230412785981431,0.32132485445818515,0.0474163065144452,0.13504778239441761,0.055818226029554,0.032738981328943303,0.05589792151452169,0.040560861053922904,0.001042373512302323,0.0691441349621388,0.05424313719847029,0.082791247265297,0.0278757554385142,0.0582453665469299,0.0076427490722149,0.0011062206106561881,0.1062724441563915,0.0180430474267892,0.0007100867492167769,0.0244709590921229
[lipoyl-carrier protein]-N6-[(R)-lipoyl]-L-lysine,0.033650941590176,0.0023654209379477,0.0397750377885312,0.000661612586356,0.0067212990605931,0.0067610208669863,0.0053219341404429,0.0027135754574509,0.0090862717835787,0.0021020485273841,0.0027985575060634,0.0034353778982011,0.0186151356399182,0.0032609478695402,0.0001421283466443,5.367920899163255e-06,0.0050390059535842,0.0168199146193395,0.0058120975707053,0.0001796775473429,0.0064193720930968,0.0270313466231248,0.0362582918655517,0.006278061371259,0.0060624193130016,0.0149931710592511,0.0083862071599096,0.0131505632932429,0.0007460223635435,0.0167297267711443,0.0024615687042179,0.0093437450715905,0.0186617851681597,0.0418853305498089,0.0027417263263152,9.261120113707424e-05,0.0002745855936076,0.015036870708766,0.0238772461223897,0.0219867560714738,0.0001987994294,0.0108255235932489,0.0257317151120965,1.5008275918293688e-06,0.0001757275588188,0.0275263524838547,0.0013730286420714,0.0016542259547146,0.0018217230737392,0.003368152105516,0.0051535590808294,0.0221824753012506,2.1895207993117684e-06,0.002188493041315,0.0001829088264891,0.0091915490249549,0.0020086872094845,0.0350296951344779,0.0138515777789216,0.0831113924486907,0.0034089095499573,0.023972816734531,9.543241603116432e-07,0.0080636371793477,1.2710011895884475e-06,0.0160330882223228,0.0092502964663878,0.0191946271237308,0.0121159369140157,0.0186286627809705,0.0135282106417133,0.0010262470031023,0.0230127903545108,0.0195088762691297,0.0277961322104814,0.0102308126676734,0.0194124066327933,0.0005645532516909,0.0010133725885451,0.0354972655688249,0.0078861604748774,0.0005746088357765,0.0083500150318967
