,Aut Control 01,Aut Control 02,Aut Control 03,Aut Control 04,Aut Control 05,Aut Control 06,Aut Control 07,Aut Control 08,Aut Control 09,Aut Control 10,Aut Control 11,Aut Control 12,Aut Control 13,Aut Control 14,Aut Control 15,Aut Control 16,Aut Control 17,Aut Control 18,Aut Control 19,Aut Control 20,Aut Control 21,Aut Control 45,Aut Control 46,Aut Control 47,Aut Control 48,Aut Control 49,Aut Control 50,Aut Control 51,Aut Control 52,Aut Control 53,Aut Control 54,Aut Control 55,Aut Control 56,Aut Control 57,Aut Control 58,Aut Control 59,Aut Control 60,Aut Control 61,Aut Control 62,Aut Control 63,Autism 22,Autism 23,Autism 24,Autism 25,Autism 26,Autism 27,Autism 28,Autism 29,Autism 30,Autism 31,Autism 32,Autism 33,Autism 34,Autism 35,Autism 36,Autism 37,Autism 38,Autism 39,Autism 40,Autism 41,Autism 42,Autism 43,Autism 44,Autism 64,Autism 65,Autism 66,Autism 67,Autism 68,Autism 69,Autism 70,Autism 71,Autism 72,Autism 73,Autism 74,Autism 75,Autism 76,Autism 77,Autism 78,Autism 79,Autism 80,Autism 81,Autism 82,Autism 83
(11Z)-3-oxooctadec-11-enoyl-[acp],0.0304022198331915,0.0012802229432345,0.038723134752487,0.0005062196719861,0.0078602222560742,0.0038654547485393,0.0042039647177566,0.0047260747212589,0.0061016754051957,0.0106223901489011,0.006954392786988,0.0034349684405474,0.0179739756490726,0.0031161650752089,0.0002374549751593,0.0108238731094762,0.0021681358395013,0.0090821395010694,0.0049358213667459,0.0004945804771803,3.668722720027813e-07,0.0265248774225857,0.0362508884376004,0.0062835504980267,0.0057668668318092,0.0431398584125017,0.0077447385839503,0.0118359558565024,0.0326881177532558,0.0164284314172331,7.318800418402018e-06,0.0416111082056032,0.0186621355410689,0.0419718160165458,0.0022328727680059,4.614872000920415e-05,2.0419643942869407e-05,0.0418733934487314,0.0233112775276938,0.0217744963813639,3.449279559549988e-07,0.006778165332613,0.025830279895183,5.68654380220136e-07,0.0001750817996435,0.0275259877983877,0.0012251384768625,0.0016538322813443,0.0018212129818326,0.0036802669461811,0.0215355245299694,0.0217922137485151,7.407931153606875e-07,0.0020091466738016,0.0024794688160601,5.563918969060828e-07,0.0015203801398042,0.0424964783335168,0.0101172597974795,0.0250671005648618,0.6132910165049991,0.0239717158007613,0.0001324178525086,0.008497598138484,0.1606617917284978,0.0156913432585579,0.0628987429640149,0.0183025826311994,0.0102990080157663,0.0186292175086981,0.0134935771807188,1.488872673769062e-05,0.023065672303814,0.0173541438212504,0.0274736933783522,0.0088224713854204,0.0194101642388322,0.003493102698133,3.376772574884158e-06,0.0354101370692292,0.0050718165573881,4.889948802478321e-05,0.0080294704788688
"(1E,3E)-4-hydroxybuta-1,3-diene-1,2,4-tricarboxylate",0.1709045825290854,0.0068394423481152,0.22576090410793898,0.0020026955140562,0.019109113112805,0.0039934432634401995,0.0234864866330172,0.0068061634485894005,0.0345999132919056,0.0072333652036068,0.0032203823488074,0.020609810643284397,0.10540346158274339,0.0184941633771684,0.0006653570774290205,3.1488638799019047e-05,0.0117972567722646,0.0543010794582882,0.029490325876962598,0.0,0.0,0.1591472574906948,0.2175023564440814,0.0373765536581952,0.026095893724618797,0.0832560572651718,0.0464666323805472,0.0710126418901536,0.000827594049808,0.0981113316808096,6.20603373225787e-06,0.056062449326537,0.1119707054558754,0.24728345015808897,0.0126008330117168,0.00027006493739946315,1.4048698408717555e-06,0.0879068286226938,0.1398637613707354,0.12606135486641118,0.0,0.0347408782116624,0.1543802937167184,0.0,0.0010473507782688,0.164051937703256,0.007348580082844201,0.0099209751150336,0.0109250387533164,0.0201987582657426,0.0,0.1306912356179292,0.0,0.0119748576491274,0.00022165235672883546,0.0,0.0091216796640162,0.1650019871355288,0.060703558784877,0.1283771642880342,0.018531571297005,0.143826078845076,0.0,0.0448462568902702,7.558523336572423e-06,0.09383938423684321,0.051094857427122,0.1007866908059398,0.0604467816970502,0.111771976685823,0.0797520994261902,1.5745780406610987e-06,0.1379804210326882,0.1037259783609798,0.164835292012384,0.052929909245049395,0.1160297310736792,2.001417678249795e-06,3.0815294941584707e-06,0.21207290611506202,0.030422667968940997,4.896523984528653e-06,0.048174353417632196
"(1R,2R,4S)-limonene-1,2-diol",0.0,0.0,-0.0001093794886423,-0.0001460393759349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001415183358983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0495820110250869e-07,-1.1596132815638241e-07,0.0,0.0,0.0,0.0,-1.4559127527956766e-07,-1.0764486835590272e-07,-3.999137944038145e-07,-1.7592433650945766e-07,-1.0897034645032123e-07,-1.0043862413319163e-07,0.0,-1.3139990621445437e-07,-1.0668884146792673e-07,0.0,-1.1510453504558993e-07,-1.0882188806688705e-07,0.0,0.0,0.0,0.0,0.0,-0.000275346276265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5104247636243096e-07,-5.202270497603189e-07,0.0,0.0,-1.027238349946412e-07,-1.362769988899648e-07,0.0,-3.868662354571239e-05,-1.062284644371348e-07,-1.0474297172620805e-07,0.0,-1.312597450472905e-07,-1.7615629792394692e-07,-1.0366564940880361e-07,-1.3250217981301882e-07,-2.007908963253212e-07,-1.529915525420708e-07,-1.279083089679575e-07,-3.061200051690507e-07,0.0
"(1R,4S)-1-hydroxymenth-8-en-2-one",0.0,0.0,0.0001093794886423,0.0001460393759349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001415183358983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0495820110250869e-07,1.1596132815638241e-07,0.0,0.0,0.0,0.0,1.4559127527956766e-07,1.0764486835590272e-07,3.999137944038145e-07,1.7592433650945766e-07,1.0897034645032123e-07,1.0043862413319163e-07,0.0,1.3139990621445437e-07,1.0668884146792673e-07,0.0,1.1510453504558993e-07,1.0882188806688705e-07,0.0,0.0,0.0,0.0,0.0,0.000275346276265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5104247636243096e-07,5.202270497603189e-07,0.0,0.0,1.027238349946412e-07,1.362769988899648e-07,0.0,3.868662354571239e-05,1.062284644371348e-07,1.0474297172620805e-07,0.0,1.312597450472905e-07,1.7615629792394692e-07,1.0366564940880361e-07,1.3250217981301882e-07,2.007908963253212e-07,1.529915525420708e-07,1.279083089679575e-07,3.061200051690507e-07,0.0
"(1S,2S,4R)-limonene-1,2-diol",0.0,0.0,-0.0001093794886423,-0.0001460393759349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001415183358983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0495820110250869e-07,-1.1596132815638241e-07,0.0,0.0,0.0,0.0,-1.4559127527956766e-07,-1.0764486835590272e-07,-3.999137944038145e-07,-1.7592433650945766e-07,-1.0897034645032123e-07,-1.0043862413319163e-07,0.0,-1.3139990621445437e-07,-1.0668884146792673e-07,0.0,-1.1510453504558993e-07,-1.0882188806688705e-07,0.0,0.0,0.0,0.0,0.0,-0.000275346276265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5104247636243096e-07,-5.202270497603189e-07,0.0,0.0,-1.027238349946412e-07,-1.362769988899648e-07,0.0,-3.868662354571239e-05,-1.062284644371348e-07,-1.0474297172620805e-07,0.0,-1.312597450472905e-07,-1.7615629792394692e-07,-1.0366564940880361e-07,-1.3250217981301882e-07,-2.007908963253212e-07,-1.529915525420708e-07,-1.279083089679575e-07,-3.061200051690507e-07,0.0
"(1S,4R)-1-hydroxymenth-8-en-2-one",0.0,0.0,0.0001093794886423,0.0001460393759349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001415183358983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0495820110250869e-07,1.1596132815638241e-07,0.0,0.0,0.0,0.0,1.4559127527956766e-07,1.0764486835590272e-07,3.999137944038145e-07,1.7592433650945766e-07,1.0897034645032123e-07,1.0043862413319163e-07,0.0,1.3139990621445437e-07,1.0668884146792673e-07,0.0,1.1510453504558993e-07,1.0882188806688705e-07,0.0,0.0,0.0,0.0,0.0,0.000275346276265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5104247636243096e-07,5.202270497603189e-07,0.0,0.0,1.027238349946412e-07,1.362769988899648e-07,0.0,3.868662354571239e-05,1.062284644371348e-07,1.0474297172620805e-07,0.0,1.312597450472905e-07,1.7615629792394692e-07,1.0366564940880361e-07,1.3250217981301882e-07,2.007908963253212e-07,1.529915525420708e-07,1.279083089679575e-07,3.061200051690507e-07,0.0
(25R)-3-oxocholest-4-en-26-oyl-CoA,0.056969330748005,0.0025602417429522,0.0753999514040846,0.000862693100169,0.0063702486394106,0.0013998953765358,0.0078293254990874,0.0022689498344482,0.0115335240774506,0.0024116030508108,0.0010740037087062,0.0068699368810948,0.0352199004559766,0.006165400582626,0.0004746868679,1.0496212933006348e-05,0.003932931217303,0.0181009895140418,0.0098306845874282,4.491387142794072e-07,5.043200838004665e-07,0.0530490858302316,0.0725009939390354,0.0124590827126256,0.0088491754914364,0.0278952743731784,0.0154888774601824,0.0236708806300512,0.0003151002174946,0.0327039915682638,2.857271714616934e-06,0.08321985829057,0.0373237855004708,0.0824714769865234,0.0044657455360118,9.028163525368237e-05,4.02291018329816e-05,0.0293022762075646,0.0466214821321092,0.0420206672169438,4.742377433731118e-07,0.0115809439777528,0.051461013160338,8.11886428866861e-07,0.000349854286647,0.0550517084687248,0.0024500380343396,0.003307464558508,0.0036422078973068,0.0067337491272448,2.1029700325533555e-07,0.043564806576167,1.0664357157910343e-06,0.0039921710817784,7.43811363863516e-05,7.990597945998359e-07,0.0030407602796084,0.0550014669760264,0.020234519594959,0.0501339951750254,0.0066664147968994,0.0479430273729098,5.75505065861105e-07,0.0169939810882246,3.5487145782184017e-06,0.0312800012283076,0.017031619142374,0.0335957682184194,0.0201491967766846,0.037257325561941,0.0266356969081024,2.7752735766948173e-05,0.0459936820603782,0.0345753261203266,0.0549453570388204,0.0176436529803112,0.0388176226992968,9.287669018303262e-07,1.4233316822501466e-06,0.0707389126427182,0.0101411420893246,2.2349435861296468e-06,0.0160581178058774
(2E)-2-enoyl-CoA,0.0621447298024798,0.0046643238734139,0.0780686736354386,0.0044827522687877,0.0099086469167723,0.008010123688354,0.009644417649983899,0.00384956991076,0.014918689623569,0.003948561306857,0.0036779346234831,0.0068711485898482,0.0361829712852636,0.0063452071859449,0.000790988660042,0.00018847025739710316,0.007006023378614,0.0273958817524328,0.0107283760083634,0.0001805065328318,0.0064201540753741,0.0536307929264738,0.07250889160517951,0.012694780600982,0.010613338734119598,0.0290349778655035,0.016165348771271203,0.0250615641382879,0.0009126087169919999,0.033081828777530395,0.0027107263415772085,0.0509736838547815,0.0373237855004708,0.0836501942236875,0.0055350248541884,0.00029784136399814117,0.00029740316058788827,0.0297264556263367,0.047449530334528894,0.0430342751993254,0.0005078817587862,0.0166181223933067,0.0541122052735482,4.142050952664699e-06,0.0003520957940446,0.0550529605934246,0.0027406320505580003,0.0033088261680567,0.0036439937179485,0.006737829617032801,0.0053325864428904,0.0439709045389248,0.0013576493754235,0.006241847744548499,0.00022076715590870592,0.009194516009425,0.0036192385989671,0.0625323650852773,0.0239693568430633,0.1085524080348971,0.0066184794777298,0.0479469385020436,2.4895630621262506e-06,0.0167708088608792,3.5487145782184017e-06,0.031980919963250504,0.0179080191236779,0.0361823145187763,0.022330987892868102,0.037262737420018496,0.0268689295231175,0.0010655051833674337,0.0460097344729797,0.037405531861872704,0.055679641241472,0.0190821619669907,0.0387534846905973,0.0006634235466893151,0.0010368228171605252,0.0708652920922277,0.0130946785574515,0.0007304892300206648,0.0163899247689687
"(2E)-3,7-dimethylocta-2,6-diene-1-thiol",0.0284840970881809,0.0011399070580192,0.0376997370104181,0.0004311421696327,0.0031848521854675,0.0006997277467852,0.0039144144388362,0.0011343605747649,0.0057666522153176,0.0012055608672678,0.0005367303914679,0.0034349684405474,0.0175672435971239,0.0030823605628614,0.0002370984373064,5.248106466503174e-06,0.0019662094620441,0.0090501799097147,0.0049150543128271,0.0,0.0,0.0265245429151158,0.0362504969695177,0.0062295413563128,0.0043493156207698,0.0138760095441953,0.0077444387300912,0.0118354403150256,0.0001380762236,0.0163519957841319,1.428635857308467e-06,0.0093439157201755,0.0186618927502354,0.0412139753187643,0.0022327704455793,4.514081762684118e-05,3.402407842882515e-07,0.0146511381037823,0.0233107410660546,0.0210103336084719,0.0,0.0057901463686104,0.0257300489527864,0.0,0.0001745584630448,0.027525553801386,0.0012247633471407,0.0016534958525056,0.0018208397922194,0.0033664597109571,0.0,0.0217818726029882,0.0,0.0019958096081879,3.694205945480591e-05,0.0,0.0015202799440027,0.0275003311892548,0.0101172597974795,0.0213961940480057,0.0030885952161675,0.023971013140846,0.0,0.0074745260816317,1.7743572891092008e-06,0.0156398973728072,0.008515809571187,0.0167978841092097,0.0100745983883423,0.0186286627809705,0.0133178484540512,3.674032783336604e-07,0.0229968410301891,0.0172876630601633,0.0274726785194102,0.0088218264901556,0.0193383576227128,4.643834509151631e-07,7.116658411250733e-07,0.0353456354146098,0.0050705710446623,1.1174717930648234e-06,0.0080290589029387
"(2E)-3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]prop-2-enoyl-CoA",0.0284844528315455,0.0012800183212617,0.0376998709778056,0.0004312455772166,0.0031850146797773,0.0006998431669597,0.0039145485402316,0.0011344749172241,0.0057667620387253,0.0012057000455266,0.0005368860117644,0.0034349684405474,0.0176098362757172,0.0030825547068129,0.000237229545273,5.248106466503174e-06,0.0019663469109916,0.0090503574002407,0.0049152143547264,1.228403666365e-07,1.350136500631573e-07,0.0265245429151158,0.0362504969695177,0.0062295413563128,0.0044245877457182,0.0139476371865892,0.0077444387300912,0.0118354403150256,0.0001575501087473,0.0163519957841319,1.428635857308467e-06,0.0093439157201755,0.0186618927502354,0.0412357384932617,0.0022328727680059,4.514081762684118e-05,2.01145509164908e-05,0.0146511381037823,0.0233107410660546,0.0210103336084719,1.270087081420136e-07,0.0057903375928379,0.0257303135491483,2.3530992703833717e-07,0.0001747664667855,0.0275257171593043,0.001224897731451,0.0016536285632779,0.0018209902916801,0.0033667039593041,1.0514850162766777e-07,0.0217821970332442,3.142486342207212e-07,0.0019959755973255,3.707797598462057e-05,2.343405775965506e-07,0.0015203801398042,0.02750056195724,0.0101172597974795,0.0213963445645113,0.0033330683683256,0.0239713020495016,1.637004224455646e-07,0.0074745260816317,1.7743572891092008e-06,0.0156400006141538,0.008515809571187,0.0167978841092097,0.0100745983883423,0.0186286627809705,0.0133178484540512,3.674032783336604e-07,0.0229968410301891,0.0172876630601633,0.0274726785194102,0.0088218264901556,0.0194088113496484,4.643834509151631e-07,7.116658411250733e-07,0.0353694563213591,0.0050705710446623,1.1174717930648234e-06,0.0080290589029387
(2E)-4-hydroxy-3-methylbut-2-enal,0.0,0.0,0.0002187589772846,0.0002920787518698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002830366717966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0991640220501738e-07,2.3192265631276483e-07,0.0,0.0,0.0,0.0,2.911825505591353e-07,2.1528973671180545e-07,7.99827588807629e-07,3.518486730189153e-07,2.1794069290064246e-07,2.0087724826638326e-07,0.0,2.6279981242890874e-07,2.1337768293585346e-07,0.0,2.3020907009117985e-07,2.176437761337741e-07,0.0,0.0,0.0,0.0,0.0,0.00055069255253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.020849527248619e-07,1.0404540995206378e-06,0.0,0.0,2.054476699892824e-07,2.725539977799296e-07,0.0,7.737324709142477e-05,2.124569288742696e-07,2.094859434524161e-07,0.0,2.62519490094581e-07,3.5231259584789385e-07,2.0733129881760722e-07,2.6500435962603764e-07,4.015817926506424e-07,3.059831050841416e-07,2.55816617935915e-07,6.122400103381014e-07,0.0
(2E)-dec-2-enoyl-[acp],0.0355776235434902,0.002869736755637,0.0413918587765434,0.0040515065466304,0.0113986229300836,0.0104195322656803,0.0059171053061512,0.0063066921615804,0.0094868394777998,0.0121594472761087,0.0095583259271132,0.0034361801493008,0.0189406643212388,0.0032959744340598,0.0005537580250775,0.0110018471539403,0.0051467369105195,0.018377034155345,0.005833514834996,0.0006747382309681,0.0064200179303527,0.0270807994902687,0.0362587861037445,0.0065192483863831,0.0076063021994408,0.0443511895472207,0.0084212098950392,0.0132266393647392,0.0333051001379006,0.0168062686264997,0.0026766249266749,0.0416309471949242,0.0186621355410689,0.0426157540217333,0.0033021517036132,0.0002537084487537,0.00029736801283,0.0422923190248916,0.0238778948877549,0.0227881043637455,0.0005077536795907,0.0118153465735832,0.0284814758551207,3.902253040397808e-06,0.0001773261464423,0.0275272417408662,0.0013735855402441,0.0016551956675719,0.0018230009215667,0.0036843510484383,0.0268679002087107,0.0221983163231863,0.0013573283818344,0.0042588257673096,0.0026258564152853,0.0091942768017728,0.0020988583480845,0.0500273797473245,0.0138520970455838,0.0871560605160602,0.6134120500802699,0.0239756311178817,0.000134334205888,0.0092968903736192,0.1606617917284978,0.0163922616778732,0.0637751429453188,0.0208891289315563,0.0124807991319498,0.0186346293667756,0.0137268097957339,0.0010661501389433,0.0230817247164155,0.0201843495627965,0.0282079775810038,0.0102316300982843,0.0194164799570683,0.0041555974779205,0.0010387762580531,0.0355213598160027,0.008025353025515,0.0006582169175997,0.0083612774419601
(2E)-dodec-2-enoyl-[acp],0.0355776235434902,0.002869736755637,0.0413918587765434,0.0040515065466304,0.0113986229300836,0.0104195322656803,0.0059171053061512,0.0063066921615804,0.0094868394777998,0.0121594472761087,0.0095583259271132,0.0034361801493008,0.0189406643212388,0.0032959744340598,0.0005537580250775,0.0110018471539403,0.0051467369105195,0.018377034155345,0.005833514834996,0.0006747382309681,0.0064200179303527,0.0270807994902687,0.0362587861037445,0.0065192483863831,0.0076063021994408,0.0443511895472207,0.0084212098950392,0.0132266393647392,0.0333051001379006,0.0168062686264997,0.0026766249266749,0.0416309471949242,0.0186621355410689,0.0426157540217333,0.0033021517036132,0.0002537084487537,0.00029736801283,0.0422923190248916,0.0238778948877549,0.0227881043637455,0.0005077536795907,0.0118153465735832,0.0284814758551207,3.902253040397808e-06,0.0001773261464423,0.0275272417408662,0.0013735855402441,0.0016551956675719,0.0018230009215667,0.0036843510484383,0.0268679002087107,0.0221983163231863,0.0013573283818344,0.0042588257673096,0.0026258564152853,0.0091942768017728,0.0020988583480845,0.0500273797473245,0.0138520970455838,0.0871560605160602,0.6134120500802699,0.0239756311178817,0.000134334205888,0.0092968903736192,0.1606617917284978,0.0163922616778732,0.0637751429453188,0.0208891289315563,0.0124807991319498,0.0186346293667756,0.0137268097957339,0.0010661501389433,0.0230817247164155,0.0201843495627965,0.0282079775810038,0.0102316300982843,0.0194164799570683,0.0041555974779205,0.0010387762580531,0.0355213598160027,0.008025353025515,0.0006582169175997,0.0083612774419601
(2E)-hex-2-enoyl-[acp],0.0355776235434902,0.002869736755637,0.0413918587765434,0.0040515065466304,0.0113986229300836,0.0104195322656803,0.0059171053061512,0.0063066921615804,0.0094868394777998,0.0121594472761087,0.0095583259271132,0.0034361801493008,0.0189406643212388,0.0032959744340598,0.0005537580250775,0.0110018471539403,0.0051467369105195,0.018377034155345,0.005833514834996,0.0006747382309681,0.0064200179303527,0.0270807994902687,0.0362587861037445,0.0065192483863831,0.0076063021994408,0.0443511895472207,0.0084212098950392,0.0132266393647392,0.0333051001379006,0.0168062686264997,0.0026766249266749,0.0416309471949242,0.0186621355410689,0.0426157540217333,0.0033021517036132,0.0002537084487537,0.00029736801283,0.0422923190248916,0.0238778948877549,0.0227881043637455,0.0005077536795907,0.0118153465735832,0.0284814758551207,3.902253040397808e-06,0.0001773261464423,0.0275272417408662,0.0013735855402441,0.0016551956675719,0.0018230009215667,0.0036843510484383,0.0268679002087107,0.0221983163231863,0.0013573283818344,0.0042588257673096,0.0026258564152853,0.0091942768017728,0.0020988583480845,0.0500273797473245,0.0138520970455838,0.0871560605160602,0.6134120500802699,0.0239756311178817,0.000134334205888,0.0092968903736192,0.1606617917284978,0.0163922616778732,0.0637751429453188,0.0208891289315563,0.0124807991319498,0.0186346293667756,0.0137268097957339,0.0010661501389433,0.0230817247164155,0.0201843495627965,0.0282079775810038,0.0102316300982843,0.0194164799570683,0.0041555974779205,0.0010387762580531,0.0355213598160027,0.008025353025515,0.0006582169175997,0.0083612774419601
(2E)-hexadec-2-enoyl-[acp],0.0355776235434902,0.002869736755637,0.0413918587765434,0.0040515065466304,0.0113986229300836,0.0104195322656803,0.0059171053061512,0.0063066921615804,0.0094868394777998,0.0121594472761087,0.0095583259271132,0.0034361801493008,0.0189406643212388,0.0032959744340598,0.0005537580250775,0.0110018471539403,0.0051467369105195,0.018377034155345,0.005833514834996,0.0006747382309681,0.0064200179303527,0.0270807994902687,0.0362587861037445,0.0065192483863831,0.0076063021994408,0.0443511895472207,0.0084212098950392,0.0132266393647392,0.0333051001379006,0.0168062686264997,0.0026766249266749,0.0416309471949242,0.0186621355410689,0.0426157540217333,0.0033021517036132,0.0002537084487537,0.00029736801283,0.0422923190248916,0.0238778948877549,0.0227881043637455,0.0005077536795907,0.0118153465735832,0.0284814758551207,3.902253040397808e-06,0.0001773261464423,0.0275272417408662,0.0013735855402441,0.0016551956675719,0.0018230009215667,0.0036843510484383,0.0268679002087107,0.0221983163231863,0.0013573283818344,0.0042588257673096,0.0026258564152853,0.0091942768017728,0.0020988583480845,0.0500273797473245,0.0138520970455838,0.0871560605160602,0.6134120500802699,0.0239756311178817,0.000134334205888,0.0092968903736192,0.1606617917284978,0.0163922616778732,0.0637751429453188,0.0208891289315563,0.0124807991319498,0.0186346293667756,0.0137268097957339,0.0010661501389433,0.0230817247164155,0.0201843495627965,0.0282079775810038,0.0102316300982843,0.0194164799570683,0.0041555974779205,0.0010387762580531,0.0355213598160027,0.008025353025515,0.0006582169175997,0.0083612774419601
(2E)-oct-2-enoyl-[acp],0.0355776235434902,0.002869736755637,0.0413918587765434,0.0040515065466304,0.0113986229300836,0.0104195322656803,0.0059171053061512,0.0063066921615804,0.0094868394777998,0.0121594472761087,0.0095583259271132,0.0034361801493008,0.0189406643212388,0.0032959744340598,0.0005537580250775,0.0110018471539403,0.0051467369105195,0.018377034155345,0.005833514834996,0.0006747382309681,0.0064200179303527,0.0270807994902687,0.0362587861037445,0.0065192483863831,0.0076063021994408,0.0443511895472207,0.0084212098950392,0.0132266393647392,0.0333051001379006,0.0168062686264997,0.0026766249266749,0.0416309471949242,0.0186621355410689,0.0426157540217333,0.0033021517036132,0.0002537084487537,0.00029736801283,0.0422923190248916,0.0238778948877549,0.0227881043637455,0.0005077536795907,0.0118153465735832,0.0284814758551207,3.902253040397808e-06,0.0001773261464423,0.0275272417408662,0.0013735855402441,0.0016551956675719,0.0018230009215667,0.0036843510484383,0.0268679002087107,0.0221983163231863,0.0013573283818344,0.0042588257673096,0.0026258564152853,0.0091942768017728,0.0020988583480845,0.0500273797473245,0.0138520970455838,0.0871560605160602,0.6134120500802699,0.0239756311178817,0.000134334205888,0.0092968903736192,0.1606617917284978,0.0163922616778732,0.0637751429453188,0.0208891289315563,0.0124807991319498,0.0186346293667756,0.0137268097957339,0.0010661501389433,0.0230817247164155,0.0201843495627965,0.0282079775810038,0.0102316300982843,0.0194164799570683,0.0041555974779205,0.0010387762580531,0.0355213598160027,0.008025353025515,0.0006582169175997,0.0083612774419601
(2E)-octadec-2-enoyl-[acp],0.0355779902230674,0.0035244168153947,0.0413919946974821,0.004051610099155,0.011398789226501,0.0104196483608221,0.0060191936506535,0.0063068091400299,0.0094869507747217,0.0121595890630849,0.0095584842714333,0.0034361801493008,0.0189407880242946,0.0032961718911042,0.0005538902227356,0.0110018471539403,0.0051468755497201,0.0183772143407192,0.0058336769971517,0.000674862440655,0.0064201540753741,0.0271065845188278,0.0362587861037445,0.0065192483863831,0.0076063021994408,0.0443511895472207,0.0084212098950392,0.0132266393647392,0.0333051001379006,0.0168062686264997,0.002715187870281,0.0416309471949242,0.0186621355410689,0.0431438801806946,0.0033022544086091,0.0002537084487537,0.00029736801283,0.0422975728675035,0.0241393257301135,0.0227881043637455,0.0005078817587862,0.0118155418035029,0.0284817454024377,4.142050952664699e-06,0.0001775373309998,0.0275274067920386,0.0015158687034173,0.0016553303155511,0.0018231539257291,0.003684600503858,0.0268680058243582,0.0221986495082879,0.0013576493754235,0.0042589958253106,0.0026259938444337,0.009194516009425,0.0020989586549644,0.0500276145749409,0.0138520970455838,0.0871562139868914,0.6134121994340311,0.0239759253611976,0.0001345005970758,0.0092968903736192,0.1606617917284978,0.0163923652348474,0.0637751429453188,0.0208891289315563,0.0124807991319498,0.0186346293667756,0.0137268097957339,0.0010661501389433,0.0230817247164155,0.0201843495627965,0.0282079775810038,0.0102609803720999,0.0194164799570683,0.0041555974779205,0.0010387762580531,0.0355213598160027,0.008025353025515,0.0007353334780835,0.0083612774419601
(2E)-tetradec-2-enoyl-[acp],0.0355776235434902,0.002869736755637,0.0413918587765434,0.0040515065466304,0.0113986229300836,0.0104195322656803,0.0059171053061512,0.0063066921615804,0.0094868394777998,0.0121594472761087,0.0095583259271132,0.0034361801493008,0.0189406643212388,0.0032959744340598,0.0005537580250775,0.0110018471539403,0.0051467369105195,0.018377034155345,0.005833514834996,0.0006747382309681,0.0064200179303527,0.0270807994902687,0.0362587861037445,0.0065192483863831,0.0076063021994408,0.0443511895472207,0.0084212098950392,0.0132266393647392,0.0333051001379006,0.0168062686264997,0.0026766249266749,0.0416309471949242,0.0186621355410689,0.0426157540217333,0.0033021517036132,0.0002537084487537,0.00029736801283,0.0422923190248916,0.0238778948877549,0.0227881043637455,0.0005077536795907,0.0118153465735832,0.0284814758551207,3.902253040397808e-06,0.0001773261464423,0.0275272417408662,0.0013735855402441,0.0016551956675719,0.0018230009215667,0.0036843510484383,0.0268679002087107,0.0221983163231863,0.0013573283818344,0.0042588257673096,0.0026258564152853,0.0091942768017728,0.0020988583480845,0.0500273797473245,0.0138520970455838,0.0871560605160602,0.6134120500802699,0.0239756311178817,0.000134334205888,0.0092968903736192,0.1606617917284978,0.0163922616778732,0.0637751429453188,0.0208891289315563,0.0124807991319498,0.0186346293667756,0.0137268097957339,0.0010661501389433,0.0230817247164155,0.0201843495627965,0.0282079775810038,0.0102316300982843,0.0194164799570683,0.0041555974779205,0.0010387762580531,0.0355213598160027,0.008025353025515,0.0006582169175997,0.0083612774419601
